id,title,external_id,overview,vote_average,poster_path
560,American Pie,2105,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",6,/5P68by2Thn8wHAziyWGEw2O7hco.jpg
564,Terminator Genisys,87101,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",5,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg
567,Scary Movie,4247,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",6,/lRQiJXETkCnVVurHmglNvMXrZOx.jpg
572,The Dark Knight Rises,49026,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",7,/vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg
576,Nobody Sleeps in the Woods Tonight,681019,"The movie begins innocently enough - a group of technology addicted teenagers finds themselves in an off-line camp. However hiking in the woods with no smartphone in sight will not go as planned. They will have to fight for their lives against things they never have seen before, even in the darkest reaches of the Internet. Faced against the dangers lurking in the forest, they will find true friendship, love and sacrifice. Will they come out of it in one piece, or in bloody bits?",5,/5vFCHFVLPcU4M8uNXM1ba9y83Iu.jpg
583,Limitless,51876,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",7,/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg
588,The Dinosaur Project,119698,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,5,/rUAsgohDDBWLb24FyxdjEZQPava.jpg
592,The Warrior's Way,46528,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,6,/kfloVZk0uGkSftjD6DI8ZWUsrrI.jpg
605,The Croods,49519,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",6,/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg
615,Pulp Fiction,680,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
623,The Lord of the Rings: The Return of the King,122,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",8,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
628,The Expendables,27578,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",6,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg
632,Ant-Man and the Wasp,363088,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",7,/7XrdIEgmKMSZhRqT3WQ5pQtZNKg.jpg
639,Pirates of the Caribbean: At World's End,285,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",7,/8ORuWcrYPgjwUDyCzr7qsOlCdwn.jpg
641,Porno Unplugged,61927,"Journalist Fabian Burstein looks behind the curtains of the porn industry. Starting in Budapest he heads westwards to explore a new world on its victory march rooted deeply in Austria. On this journey he meets the heroes and leading actors of this story: Austrians Mick Blue, Renee Pornero and Thomas Janisch. Porno Unplugged follows its native porn stars to where their lives happen. From east to west...",6,/uoQmK7FRXNIQa7sikGg1xM0QaN9.jpg
650,Underworld: Awakening,52520,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",6,/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg
568,War of Likes,709629,"In order to advance her career in the dynamic world of publicity in Mexico City, Raquel tries to reunite with her high school friend Cecy who has become the queen of social media. But unlike followers, friendships do not come instantly.",7,/jpdWHOu6EJbYnLXLCA52h82nLEz.jpg
574,Casino Royale,36557,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",7,/wmRTS3WrXRi8GJdpDae1NifYNwx.jpg
578,Saint Seiya Heaven Chapter: Overture,50253,"After the bloody battle against Hades, the goddess Athena and her saints are still recovering when they find themselves face to face with their newest and most formidable foe: the dreadful moon goddess Artemis. Artemis replaces Athena as the earth guardian deity and takes over the Sanctuary, turning Athena's Saints into her servants.  Upon invading the Sanctuary, the Bronze Saints learn that Athena was banished by Artemis and decide to fight the moon goddess in order to rescue their true goddess and free the Earth from Artemis's ominous control.",7,/gUEqAmR99OmyEPXb7wJpKtEIwLy.jpg
584,Pirates of the Caribbean: The Curse of the Black Pearl,22,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",7,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg
587,Alien: Covenant,126889,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",6,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg
593,X-Men: Apocalypse,246655,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",6,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg
597,Jurassic World: Fallen Kingdom,351286,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on Isla Nublar. So, Claire Dearing recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",6,/7dAh80ydoWvUaBE8uFYkp9WsoSC.jpg
599,Afterlife of the Party,785457,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,7,/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg
602,Scary Movie 5,4258,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",4,/2uXj7DCoSknaUzIHJ3F460Z7t24.jpg
608,Conan the Barbarian,37430,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",5,/vR6PzXsOfewD1kei8gMbepvwWC6.jpg
612,101 Dalmatians,11674,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",5,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg
617,Sinister,82507,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",6,/nzx10sca3arCeYBAomHan4Q6wa1.jpg
625,Birds of Paradise,667969,"Two dancers at an elite ballet academy in Paris must compete for a contract to join the highly coveted Opéra National de Paris as they confront their competitive nature, sexual awakenings and how far they would go to win.",6,/h3v0rsQvik8yMh3LStRiDu0GTHP.jpg
627,Cars 2,49013,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,6,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
631,Tusk,246403,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",5,/pA2SgITmH0lzet9Nn5cxeinRKMv.jpg
636,The Purge,158015,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",6,/1x4fHaDdlpWT5P2UV4ClKguWbTE.jpg
